ne;tipo;Observação;A pagar; Cancelado; Inscritos; Pago
070023000012020NE000128;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;RETENCAO DE ISS DEVIDO AO MUNICIPIO DE GOIANIA-GO, INCIDENTE SOBRE A NF 3391, EMITIDA EM 31/01/2020, NO VALOR BRUTO DE R$ 41.727,16. AL. 5 PP. PAD 1714/2020.;NA;NA;NA;NA
070023000012020NE000128;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;16CT0003 - SERVICOS CONTINUOS DE DIRECAO VEICULAR;NA;NA;NA;NA
070023000012020NE000128;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;CANCELAMENTO PARA ADEQUACAO ORCAMENTARIA.;NA;NA;NA;NA
070023000012020NE000128;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;CANCELAMENTO PARAB ADEQUACAO ORCAMENTARIA.;NA;NA;NA;NA
070023000012020NE000130;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;PAGAMENTO DA NF 661 EMITIDA EM 04/02/2020, NO VALOR BRUTO DE R$ 12.316,53. SERVICOS CONTINUOS DE DIRECAO VEICULAR PARA O FORUM ELEITORAL DE GOIANIA_GO. CONTRATO TRE-GO N� 20/2018. JANEIRO/2020. PAD 13972020.;NA;NA;NA;NA
070023000012020NE000130;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;RETENCAO DE CONTRIBUICAO PREVIDENCIARIA INCIDENTE SOBRE A NF 661, EMITIDA EM 04/02/2020, NO VALOR DE R$ 12.316,53. AL. 11 PP. PAD 1397/2020.;NA;NA;NA;NA
070023000012020NE000130;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;RETENCAO DE ISS INCIDENTE SOBRE A NF 661, EMITIDA EM 04/02/2020, NO VALOR DE R$ 12.316,53. AL. 5 PP. PAD 1397/2020.;NA;NA;NA;NA
070023000012020NE000130;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;RETENCAO DE TRIBUTOS FEDERAIS INCIDENTES SOBRE A NF 661, EMITIDA EM 04/02/2020, NO VALOR DE R$ 12.316,53. AL. 9,45 PP. PAD 1397/2020.;NA;NA;NA;NA
070023000012020NE000130;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;18CT0020 - CONTRATACAO DE EMPRESA PARA SERVICOS CONTINUOS DE DIRECAO VEICULAR,VISANDO A CONDUCAO DE PESSOAS E AO TRANSPORTE DE CARGAS.;NA;NA;NA;NA
070023000012020NE000134;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;APROPRIACAO DA FATURA 1050, EMITIDA 01/02/2020. CONTRATO: TRE/GO N. 53/2019. SERVICOS DE RECEPCIONISTAS, JANEIRO/2020. VALOR BRUTO R$ 5.448,08, (RETENCAO DE R$ 640,34 PARA <U+008E>RECOLHIMENTO EM CONTA VINCULADA NOS TERMOS DA RESOLUCAO N. 169/2013 DO CNJ).;NA;NA;NA;NA
070023000012020NE000134;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;PAGAMENTO DA FATURA 1050, EMITIDA 01/02/2020. CONTRATO: TRE/GO N. 53/2019. SERVICOS DE RECEPCIONISTAS, JANEIRO/2020. VALOR BRUTO R$ 5.448,08, (RETENCAO DE R$ 640,34 PARA RECOLHIMENTO EM CONTA VINCULADA NOS TERMOS DA RESOLUCAO N. 169/2013 DO CNJ).;NA;NA;NA;NA
070023000012020NE000134;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;RECOLHIMENTO DE INSS REF. NF 1050, DE 05/02/2020. CONTRATO: TRE/GO N. 53/2019. VALOR NF R$ 5.448,08. ALIQUOTA 11,00 PP. PERIODO JANEIRO/2020.;NA;NA;NA;NA
070023000012020NE000134;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;RECOLHIMENTO DE ISS REF. NF 1050, DE 05/02/2020. CONTRATO: TRE/GO N. 53/2019. VALOR NF R$ 5.448,08. ALIQUOTA 5,00 PP. PERIODO JANEIRO/2020;NA;NA;NA;NA
070023000012020NE000134;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;RECOLHIMENTO DE TRIBUTOS FEDERAIS REF. NF 1050, DE 05/02/2020. CONTRATO: TRE/GO N. 53/2019. VALOR NF R$ 5.448,08. ALIQUOTA 9,45 PP. CFE. IN RFB 1234/2012.;NA;NA;NA;NA
070023000012020NE000134;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;19CT0053 PRESTACAO DE SERVICOS DE PORTARIA / RECEPCAO.                        PREGAO 19/2019;NA;NA;NA;NA
070023000012020NE000137;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;APROPRIACAO DAS FATURAS 1154, 1156 E 1157, EMITIDAS 01/02/2020. CONTRATO 59/2019. SERVICOS DE MAO DE OBRA PARA APOIO ADMINISTRATIVO E AUXILIARES DE ESTATISTICA PRESTADOS NA SEDE DO TRE-GO, CARTORIOS DE GOIANIA, ANAPOLIS E APARECIDA DE GOIANIA REF. JANEIRO/2020. VALOR BRUTO R$ 67.745,34. APLICADA  RETENCAO DE R$ 9.484,32 PARA DEPOSITO EM CONTA VINCULADA, NOS TERMOS DA RES. 169/2013 DO CNJ, E GLOSA DE R$ 766,83, EM RAZAO DE FALTAS DE COLABORADORES. PAD 13992020.;NA;NA;NA;NA
070023000012020NE000137;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;CANCELAMENTO DE DARF.;NA;NA;NA;NA
070023000012020NE000137;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;PAGAMENTO DAS FATURAS 1154, 1156 E 1157, EMITIDAS 01/02/2020. CONTRATO 59/2019. SERVICOS DE MAO DE OBRA PARA APOIO ADMINISTRATIVO E AUXILIARES DE ESTATISTICA PRESTADOS NA SEDE DO TRE-GO, CARTORIOS DE GOIANIA, ANAPOLIS E APARECIDA DE GOIANIA REF. JANEIRO/2020. VALOR BRUTO R$ 67.745,34. APLICADA  RETENCAO DE R$ 9.484,32 PARA DEPOSITO EM CONTA VINCULADA, NOS TERMOS DA RES. 169/2013 DO CNJ, E GLOSA DE R$ 766,83, EM RAZAO DE FALTAS DE COLABORADORES. PAD 13992020.;NA;NA;NA;NA
070023000012020NE000137;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;PAGAMENTO DAS FATURAS 1154, 1156 E 1157, EMITIDAS 01/02/2020. CONTRATO 59/2019. SERVICOS DE MAO DE OBRA PARA APOIO ADMINISTRATIVO E AUXILIARES DE ESTATISTICA PRESTADOS NA SEDE DO TRE-GO, CARTORIOS DE GOIANIA, ANAPOLIS E APARECIDA DE GOIANIA REF. JANEIRO/2020. VALOR BRUTO R$ 67.745,62. APLICADA  RETENCAO DE R$ 9.484,32 PARA DEPOSITO EM CONTA VINCULADA, NOS TERMOS DA RES. 169/2013 DO CNJ, E GLOSA DE R$ 766,83, EM RAZAO DE FALTAS DE COLABORADORES. PAD 13992020.;NA;NA;NA;NA
070023000012020NE000137;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;RECOLHIMENTO DE INSS INCIDENTE NA NF 1154, EMITIDA EM 01/02/2020. CONTRATO: TRE/GO N. 53/2019. VALOR DA NF R$ 61.172,74. BASE DE CALCULO R$ 49.262,34. ALIQUOTA 11,00 PP. JANEIRO/2020. PAD 13992020.;NA;NA;NA;NA
070023000012020NE000137;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;RECOLHIMENTO DE INSS INCIDENTE NA NF 1156, EMITIDA EM 01/02/2020. CONTRATO: TRE/GO N. 53/2019. VALOR DA NF R$ 3.286,44. BASE DE CALCULO R$ 3.286,44. ALIQUOTA 11,00 PP. JANEIRO/2020. PAD 13992020.;NA;NA;NA;NA
070023000012020NE000137;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;RECOLHIMENTO DE INSS INCIDENTE NA NF 1157, EMITIDA EM 01/02/2020. CONTRATO: TRE/GO N. 53/2019. VALOR DA NF R$ 3.286,44. BASE DE CALCULO R$ 3.286,44. ALIQUOTA 11,00 PP. JANEIRO/2020. PAD 13992020.;NA;NA;NA;NA
070023000012020NE000137;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;RECOLHIMENTO DE ISS DEVIDO AO MUNICIPIO DE ANAPOLIS/GO INCIDENTE NA NF 1157, DE 01/02/2020. CONTRATO: TRE/GO N. 53/2019. VALOR NF R$ 3.286,44. ALIQUOTA 3,00 PP. JANEIRO/2020. PAD 13992020.;NA;NA;NA;NA
070023000012020NE000137;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;RECOLHIMENTO DE ISS DEVIDO AO MUNICIPIO DE APARECIDA DE GOIANIA/GO INCIDENTE NA NF 1156, DE 01/02/2020. CONTRATO: TRE/GO N. 53/2019. VALOR NF R$ 3.286,44. ALIQUOTA 3,00 PP. JANEIRO/2020. PAD 13992020.;NA;NA;NA;NA
070023000012020NE000137;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;RECOLHIMENTO DE ISS DEVIDO AO MUNICIPIO DE GOIANIA-GO INCIDENTE NA NF 1154, EMITIDA EM 01/02/2020. CONTRATO: TRE/GO N. 53/2019. VALOR DA NF R$ 61.172,74. ALIQUOTA 5,00 PP.JANEIRO/2020. PAD 13992020.;NA;NA;NA;NA
070023000012020NE000137;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;RECOLHIMENTO DE TRIBUTOS FEDERAIS INCIDENTES SOBRE AS NFS 1154, 1156 E 1157, EMITIDAS EM 01/02/2020. CONTRATO TRE/GO N. 53/2019. VALOR BRUTO NAS NFS R$ 67.745,62. ALIQUOTA 9,45 PP CONFORME IN RFB 1234/2012. PAD 13992020.;NA;NA;NA;NA
070023000012020NE000137;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;RECOLHIMENTO DE TRIBUTOS FEDERAIS INCIDENTES SOBRE AS NFS 1154, 1156 E 1157, EMITIDAS EM 01/02/2020. CONTRATO: TRE/GO N. 53/2019. VALOR BRUTOS NAS NFS R$ 67.745,34. ALIQUOTA 9,45 PP. CFE. IN RFB 1234/2012. PAD 13992020.;NA;NA;NA;NA
070023000012020NE000137;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;RETENCAO DE R$ 9.484,32 PARA DEPOSITO EM CONTA VINCULADA, NOS TERMOS DA RES. 169/2013 DO CNJ, REFERENTE AS FATURAS 1154, 1156 E 1157, EMITIDAS 01/02/2020. CONTRATO 59/2019. SERVICOS DE MAO DE OBRA PARA APOIO ADMINISTRATIVO E AUXILIARES DE ESTATISTICA PRESTADOS NA SEDE DO TRE-GO, CARTORIOS DE GOIANIA, ANAPOLIS E APARECIDA DE GOIANIA REF. JANEIRO/2020. VALOR BRUTO R$ 67.745,34. PAD 13992020;NA;NA;NA;NA
070023000012020NE000137;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;19CT0059 - SERVICOS DE APOIO ADMINISTRATIVO E ESTATISTICO - CONFORME EDITAL DOPREGAO ELETRONICO 38/2019;NA;NA;NA;NA
070023000012020NE000137;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;CANCELAMENTO PARA ADEQUACAO ORCAMENTARIA.;NA;NA;NA;NA
070023000012020NE000137;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;CANCELAMENTO PARAB ADEQUACAO ORCAMENTARIA.;NA;NA;NA;NA
070023000012020NE000237;SERVICOS TECNICOS PROFISSIONAIS;2020NECT - CONTRATACAO DE EMPRESA ESPECIALIZADA PARA AVALIACAO LOCATICIA RELA-TIVA AO VALOR DO ALUGUEL DO IMOVEL QUE ABRIGA A CENTRAL DE ATENDIMENTO AO ELEITOR DE GOIANIA, COM ELABORACAO DE LAUDO TECNICO.;NA;NA;NA;NA
070023000012020NE000139;SERVICOS DE AUDIO, VIDEO E FOTO;17CT0020 - SERVICO DE OPERACAO DOS EQUIPAMENTOS DE AUDIO E VIDEO DESTINADOS   A FILMAGEM, MONITORAMENTO E PRODUCAO DE MATERIAL GRAVADO (SOM E VIDEO) DAS    SESSOES PLENARIAS E EVENTOS DO TRE/GO.;NA;NA;NA;NA
070023000012020NE000139;SERVICOS DE AUDIO, VIDEO E FOTO;CANCELAMENTO PARAB ADEQUACAO ORCAMENTARIA.;NA;NA;NA;NA
070023000012020NE000139;SERVICOS DE AUDIO, VIDEO E FOTO;APROPRIACAO DA NF N. 367, EMITIDA EM 05/02/2020, NO VALOR BRUTO DE R$ 2.460,00, REFERENTE A PRESTACAO DE SERVICOS CONTINUOS DE OPERACAO DOS EQUIPAMENTOS DE AUDIO E VIDEO DESTINADO A FILMAGEM, MONITORAMENTO E PRODUCAO DE MATERIAL GRAVADO EM AUDIO E VIDEO DAS SESSOES PLENARIAS DESTE TRIBUNAL, PRESTADOS NOS MESES DE DEZEMBRO/2019 (PARCIALMENTE) E JANEIRO/2020, CONFORME CONTRATO TRE/GO N. 20/2017, 2 TERMO ADITIVO. EMPRESA OPTANTE DO SIMPLES NACIONAL.;NA;NA;NA;NA
070023000012020NE000139;SERVICOS DE AUDIO, VIDEO E FOTO;PAGAMENTO DA NF N. 367, EMITIDA EM 05/02/2020, NO VALOR BRUTO DE R$ 2.460,00, REFERENTE A PRESTACAO DE SERVICOS CONTINUOS DE OPERACAO DOS EQUIPAMENTOS DE AUDIO E VIDEO DESTINADO A FILMAGEM, MONITORAMENTO E PRODUCAO DE MATERIAL GRAVADO EM AUDIO E VIDEO DAS SESSOES PLENARIAS DESTE TRIBUNAL, PRESTADOS NOS MESES DE DEZEMBRO/2019 (PARCIALMENTE) E JANEIRO/2020, CONFORME CONTRATO TRE/GO N. 20/2017, 2 TERMO ADITIVO. EMPRESA OPTANTE DO SIMPLES NACIONAL.;NA;NA;NA;NA
070023000012020NE000139;SERVICOS DE AUDIO, VIDEO E FOTO;RECOLHIMENTO DE ISS DEVIDO AO MUNICIPIO DE GOIANIA-GO, INCIDENTE NA NF 367, EMITIDA EM 05/02/2020, NO VALOR DE R$ 2.460,00. AL. 2 PP. EMPRESA OPTANTE DO SIMPLES NACIONAL. PAD 13422020.;NA;NA;NA;NA
070023000012020NE000139;SERVICOS DE AUDIO, VIDEO E FOTO;17CT0020 - SERVICO DE OPERACAO DOS EQUIPAMENTOS DE AUDIO E VIDEO DESTINADOS   A FILMAGEM, MONITORAMENTO E PRODUCAO DE MATERIAL GRAVADO (SOM E VIDEO) DAS    SESSOES PLENARIAS E EVENTOS DO TRE/GO.;NA;NA;NA;NA
070023000012020NE000139;SERVICOS DE AUDIO, VIDEO E FOTO;CANCELAMENTO PARAB ADEQUACAO ORCAMENTARIA.;NA;NA;NA;NA
070023000012020NE000129;SERV. DE APOIO ADMIN., TECNICO E OPERACIONAL;18CT0008 - SERVICOS DE CONTROLE E MOVIMENTACAO DE ESTOQUE/DEPOSITO AUXILIAR   DEPOSITO/ALMOXARIFADO NOS PREDIOS OCUPADOS PELA JUSTICA ELEITORAL EM GOIANIA.;NA;NA;NA;NA
070023000012020NE000129;SERV. DE APOIO ADMIN., TECNICO E OPERACIONAL;CANCELAMENTO PARA ADEQUACAO ORCAMENTARIA.;NA;NA;NA;NA
070023000012020NE000129;SERV. DE APOIO ADMIN., TECNICO E OPERACIONAL;CANCELAMENTO PARAB ADEQUACAO ORCAMENTARIA.;NA;NA;NA;NA
070023000012020NE000129;SERV. DE APOIO ADMIN., TECNICO E OPERACIONAL;18CT0008 - SERVICOS DE CONTROLE E MOVIMENTACAO DE ESTOQUE/DEPOSITO AUXILIAR   DEPOSITO/ALMOXARIFADO NOS PREDIOS OCUPADOS PELA JUSTICA ELEITORAL EM GOIANIA.;NA;NA;NA;NA
070023000012020NE000129;SERV. DE APOIO ADMIN., TECNICO E OPERACIONAL;CANCELAMENTO PARA ADEQUACAO ORCAMENTARIA.;NA;NA;NA;NA
070023000012020NE000129;SERV. DE APOIO ADMIN., TECNICO E OPERACIONAL;CANCELAMENTO PARAB ADEQUACAO ORCAMENTARIA.;NA;NA;NA;NA
070023000012020NE000230;OUTROS SERV.DE TERCEIROS PJ- PAGTO ANTECIPADO;2020NECT - SUPRIMENTO DE FUNDOS NA MODALIDADE CARTAO CORPORATIVO -    SERVIDORLUIZ CLAUDIO PERCY FERREIRA. OUTROS SERVICOS DE TERCEIROS (PESSOA JURIDICA).;NA;NA;NA;NA
070023000012020NE000209;LOCACAO DE MAO-DE-OBRA;18CT0020 SERVICOS DE DIRECAO VEICULAR. DIFERENCAS DECORRENTES DE REPACTUACAO -CT. 20/18, RELATIVAS AO PERIODO DE 06/08/2018 A 31/12/2019.;NA;NA;NA;NA
070023000012020NE000209;LOCACAO DE MAO-DE-OBRA;18CT0020 SERVICOS DE DIRECAO VEICULAR. DIFERENCAS DECORRENTES DE REPACTUACAO -CT. 20/18, RELATIVAS AO PERIODO DE 06/08/2018 A 31/12/2019.;NA;NA;NA;NA
070023000012020NE000193;OUTROS SERVICOS DE TERCEIROS - PJ;PAGAMENTO DAS NOTAS FISCAIS N. 3376 E 3377, EMITIDAS EM 09/01/2020  REFERENTES AO REEMBOLSO DE DIARIAS PAGAS PARA CONDUCAO DE VEICULOS OFICIAIS EM GOIANIA E APARECIDA DE GOIANIA, CONFORME CONTRATO TRE-GO N. 3/2016, DURANTE O PERIODO DE 01 A 31/12/2019. VALOR TOTAL R$ 5.866,67.;NA;NA;NA;NA
070023000012020NE000193;OUTROS SERVICOS DE TERCEIROS - PJ;SERVICOS   DE CONDUCAO DE VEICULOS OFICIAIS NO PERIODO DE 1� A 31 DE DEZEMBRO 2019.  DIARIAS COMPLEMENTARES A SEREM PAGAS JUNTAMENTE COM SALDO REMANESCENTE DA 2019NE000037.;NA;NA;NA;NA
070023000012020NE000193;OUTROS SERVICOS DE TERCEIROS - PJ;PAGAMENTO DAS NOTAS FISCAIS N. 3376 E 3377, EMITIDAS EM 09/01/2020  REFERENTES AO REEMBOLSO DE DIARIAS PAGAS PARA CONDUCAO DE VEICULOS OFICIAIS EM GOIANIA E APARECIDA DE GOIANIA, CONFORME CONTRATO TRE-GO N. 3/2016, DURANTE O PERIODO DE 01 A 31/12/2019. VALOR TOTAL R$ 5.866,67.;NA;NA;NA;NA
070023000012020NE000193;OUTROS SERVICOS DE TERCEIROS - PJ;SERVICOS   DE CONDUCAO DE VEICULOS OFICIAIS NO PERIODO DE 1� A 31 DE DEZEMBRO 2019.  DIARIAS COMPLEMENTARES A SEREM PAGAS JUNTAMENTE COM SALDO REMANESCENTE DA 2019NE000037.;NA;NA;NA;NA
070023000012020NE000140;SERVICOS DE PUBLICIDADE LEGAL;15CT0034 - SERVICOS DE PUBLICACAO, EM JORNAL DE GRANDE CIRCULACAO NACIONAL, NOCADERNO DE CLASSIFICADOS OU EM ESPACO ESPECIFICO DE PUBLICACAO DE EDITAIS E   OU ANUNCIOS OFICIAIS DE JUSTICA. VENCIMENTO: 16/11/2020.;NA;NA;NA;NA
070023000012020NE000143;SERVICOS DE PUBLICIDADE LEGAL;2019NECT - PUBLICACOES DE ATOS DA JUSTICA ELEITORAL NO DIARIO OFICIAL DA UNIAO;NA;NA;NA;NA
070023000012020NE000140;SERVICOS DE PUBLICIDADE LEGAL;15CT0034 - SERVICOS DE PUBLICACAO, EM JORNAL DE GRANDE CIRCULACAO NACIONAL, NOCADERNO DE CLASSIFICADOS OU EM ESPACO ESPECIFICO DE PUBLICACAO DE EDITAIS E   OU ANUNCIOS OFICIAIS DE JUSTICA. VENCIMENTO: 16/11/2020.;NA;NA;NA;NA
070023000012020NE000143;SERVICOS DE PUBLICIDADE LEGAL;2019NECT - PUBLICACOES DE ATOS DA JUSTICA ELEITORAL NO DIARIO OFICIAL DA UNIAO;NA;NA;NA;NA
070023000012020NE000200;SERVICOS DE TERCEIROS - PESSOA JURIDICA;PAGAMENTO DA FATURA N. 818552 EMITIDA EM 06/03/2018, NO VALOR TOTAL DE R$ 3535,28. O PAGAMENTO REFERE-SE AS PUBLICACOES NA SECAO 03 DO DIARIO OFICIAL, FEITAS DURANTE O MES DE FEVEREIRO DE 2018, E COBRADAS MEDIANTE OFICIO 6028/2019, NO VALOR DE R$ 2.312,80.;NA;NA;NA;NA
070023000012020NE000200;SERVICOS DE TERCEIROS - PESSOA JURIDICA;PAGAMENTO DA FATURA N. 818552 EMITIDA EM 06/03/2018, NO VALOR TOTAL DE R$ 3535,28. PAGAMENTO REFERENTE AS PUBLICACOES NA SECAO 03 DO DIARIO OFICIAL, FEITAS DURANTE O MES DE FEVEREIRO DE 2018, E COBRADAS MEDIANTE OFICIO 6028/2019.;NA;NA;NA;NA
070023000012020NE000200;SERVICOS DE TERCEIROS - PESSOA JURIDICA;PUBLICACOES EFETUADAS NO MES DE FEVEREIRO DE 2018, NO DOU, CONSTANTES DA FATURA 818552, EMITIDA EM 06/03/2018 PELA IMPRENSA NACIONAL.;NA;NA;NA;NA
070023000012020NE000200;SERVICOS DE TERCEIROS - PESSOA JURIDICA;PAGAMENTO DA FATURA N. 818552 EMITIDA EM 06/03/2018, NO VALOR TOTAL DE R$ 3535,28. O PAGAMENTO REFERE-SE AS PUBLICACOES NA SECAO 03 DO DIARIO OFICIAL, FEITAS DURANTE O MES DE FEVEREIRO DE 2018, E COBRADAS MEDIANTE OFICIO 6028/2019, NO VALOR DE R$ 2.312,80.;NA;NA;NA;NA
070023000012020NE000200;SERVICOS DE TERCEIROS - PESSOA JURIDICA;PAGAMENTO DA FATURA N. 818552 EMITIDA EM 06/03/2018, NO VALOR TOTAL DE R$ 3535,28. PAGAMENTO REFERENTE AS PUBLICACOES NA SECAO 03 DO DIARIO OFICIAL, FEITAS DURANTE O MES DE FEVEREIRO DE 2018, E COBRADAS MEDIANTE OFICIO 6028/2019.;NA;NA;NA;NA
070023000012020NE000200;SERVICOS DE TERCEIROS - PESSOA JURIDICA;PUBLICACOES EFETUADAS NO MES DE FEVEREIRO DE 2018, NO DOU, CONSTANTES DA FATURA 818552, EMITIDA EM 06/03/2018 PELA IMPRENSA NACIONAL.;NA;NA;NA;NA
070023000012020NE000231;HOSPEDAGENS;2020NECT - TERMO DE REFERENCIA 01/2020. LOCACAO DE SALAS COM MOBILIARIOS E  E-QUIPAMENTOS DE AUDIO E VIDEO, BEM COMO SERVICO DE COFFE BREAK E COQUETEL  PARAO PERIODO DE 05  E 06  DE MARCO DE 2020,  PARA O XV CODEJE EM GOIANIA/GO.;NA;NA;NA;NA
070023000012020NE000121;MATERIAL P/ MANUTENCAO DE BENS MOVEIS;19CT0010 - CONTRATACAO DE EMPRESA PARA MANUTENCAO DE GRUPO GERADOR DE ENERGIA ELETRICA, INSTALADO NO EDIFICIO ANEXO I DO TRIBUNAL REGIONAL ELEITORAL DE     GOIAS- VALORES RELATIVO A REPOSICAO DE PECAS.;NA;NA;NA;NA
070023000012020NE000121;MATERIAL P/ MANUTENCAO DE BENS MOVEIS;19CT0010 - CONTRATACAO DE EMPRESA PARA MANUTENCAO DE GRUPO GERADOR DE ENERGIA ELETRICA, INSTALADO NO EDIFICIO ANEXO I DO TRIBUNAL REGIONAL ELEITORAL DE     GOIAS- VALORES RELATIVO A REPOSICAO DE PECAS.;NA;NA;NA;NA
070023000012020NE000121;MATERIAL P/ MANUTENCAO DE BENS MOVEIS;19CT0010 PRESTACAO DE SERVICOS CONTINUOS DE MANUTENCAO PREVENTIVA BIMESTRAL E CORRETIVA, COM FORNECIMENTO DE PECAS, NO GRUPO GERADOR DE ENERGIA ELETRICA INSTALADO NO ED. ANEXO I DO TRE-GO.;NA;NA;NA;NA
070023000012020NE000119;MANUT. E CONSERV. DE MAQUINAS E EQUIPAMENTOS;19CT0001- CONTRATACAO DE EMPRESA PARA PRESTACAO DE SERVICO DE MANUTENCAO      PREVENTIVA E CORRETIVA DA CENTRAL PRIVADA DE COMUTACAO TELEFONICA DO TRE-GO.;NA;NA;NA;NA
070023000012020NE000120;MANUT. E CONSERV. DE MAQUINAS E EQUIPAMENTOS;19CT0010 - CONTRATAO DE EMPRESA PARA MANUTENCAO DE GRUPO GERADOR DE ENERGIA   ELETRICA, INSTALADO NO EDIFICIO ANEXO I DO TRIBUNAL REGIONAL ELEITORAL DE     GOIAS. REFERENTE PREGAO NR. 65/2018.;NA;NA;NA;NA
070023000012020NE000119;MANUT. E CONSERV. DE MAQUINAS E EQUIPAMENTOS;PAGAMENTO DA NF 22369, EMITIDA EM 03/02/2020, NO VALOR BRUTO DE R$ 4.120,21, REFERENTE A MANUTENCAO PREVENTIVA E CORRETIVA DA CENTRAL PRIVADA DE COMUTACOES TELEFONICAS DO TRE-GO, RELATIVA AO PERIODO DE 01 A 31 DE JANEIRO DE 2020. PAD 1372/2020.;NA;NA;NA;NA
070023000012020NE000119;MANUT. E CONSERV. DE MAQUINAS E EQUIPAMENTOS;PAGAMENTO DA NF 22369, EMITIDA EM 03/02/2020, NO VALOR DE R$ 4.120,21, REFERENTE A MANUTENCAO PREVENTIVA E CORRETIVA DA CENTRAL PRIVADA DE COMUTACOES TELEFONICAS DO TRE-GO, RELATIVA AO PERIODO DE 01 A 31 DE JANEIRO DE 2020. PAD 1372/2020.;NA;NA;NA;NA
070023000012020NE000119;MANUT. E CONSERV. DE MAQUINAS E EQUIPAMENTOS;RECOLHIMENTO DE TRIBUTOS FEDERAIS INCIDENTES NA NF 22369, EMITIDA EM 03/02/2020, NO VALOR DE R$ 4.120,21, AL. 9,45PP. PAD 1372/;NA;NA;NA;NA
070023000012020NE000119;MANUT. E CONSERV. DE MAQUINAS E EQUIPAMENTOS;19CT0001 REAJUSTE DO CONTRATO TRE/GO N 01/2019, ALUSIVO A PRESTACAO DE SERVICOMANUTENCAO PREVENTIVA E CORRETIVA DA CENTRAL PRIVADA DE COMUTACAO  TELEFONICA.APLICACAO DO IPCA. NOVO REFORCO A 2020NE000119 (MESES DE JANEIRO E FEVEREIRO).;NA;NA;NA;NA
070023000012020NE000119;MANUT. E CONSERV. DE MAQUINAS E EQUIPAMENTOS;19CT0001 REAJUSTE DO CONTRATO TRE/GO N 01/2019, ALUSIVO A PRESTACAO DE SERVICOMANUTENCAO PREVENTIVA E CORRETIVA DA CENTRAL PRIVADA DE COMUTACAO  TELEFONICA.APLICACAO DO IPCA. VALOR MENSAL REAJUSTADO DE R$ 4255,14. REFORCO 2020NE000119;NA;NA;NA;NA
070023000012020NE000119;MANUT. E CONSERV. DE MAQUINAS E EQUIPAMENTOS;19CT0001- CONTRATACAO DE EMPRESA PARA PRESTACAO DE SERVICO DE MANUTENCAO      PREVENTIVA E CORRETIVA DA CENTRAL PRIVADA DE COMUTACAO TELEFONICA DO TRE-GO.;NA;NA;NA;NA
070023000012020NE000120;MANUT. E CONSERV. DE MAQUINAS E EQUIPAMENTOS;19CT0010 - CONTRATAO DE EMPRESA PARA MANUTENCAO DE GRUPO GERADOR DE ENERGIA   ELETRICA, INSTALADO NO EDIFICIO ANEXO I DO TRIBUNAL REGIONAL ELEITORAL DE     GOIAS. REFERENTE PREGAO NR. 65/2018.;NA;NA;NA;NA
070023000012020NE000120;MANUT. E CONSERV. DE MAQUINAS E EQUIPAMENTOS;19CT0010 PRESTACAO DE SERVICOS CONTINUOS DE MANUTENCAO PREVENTIVA BIMESTRAL  EMANUTENCAO CORRETIVA NO GRUPO GERADOR DE ENERGIA ELETRICA INSTALADO NO ANEXO IDO TRE-GO. TERMO ADITIVO. REFORCO A 2020NE000120.;NA;NA;NA;NA
